id,type,label,seeAlso,sameAs,comment,isDefinedBy,domain,range,subPropertyOf
https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,http://www.w3.org/2002/07/owl#Ontology,bodemenondergrond,http://def.isotc211.org/iso19123/2005/CoverageCore#CV_CurveValuePair.geometry|http://def.isotc211.org/iso19123/2005/CoverageCore#CV_GeometryValuePair.value|http://def.isotc211.org/iso19156/2011/SamplingPoint#SF_SamplingCurve.shape|http://purl.org/dc/terms/type|http://www.w3.org/2004/02/skos/core#Concept|http://www.w3.org/ns/sosa/Observation|http://www.w3.org/ns/sosa/observedProperty|http://www.w3.org/ns/sosa/result,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond,null,null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond,http://www.w3.org/2002/07/owl#Ontology,bodemenondergrond,null,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#BO_CurveWaardepaar,http://www.w3.org/2000/01/rdf-schema#Class,BO_CurveWaardepaar,null,null,Een Curvewaardepaar dat overeenstemt met een Profielelement.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#BO_RuimtelijkBemonsteringsobject,http://www.w3.org/2000/01/rdf-schema#Class,BO_RuimtelijkBemonsteringsobject,null,null,RuimtelijkBemonsteringsobject met bijkomende kenmerken relevant voor het domein Bodem en Ondergrond.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Boring,http://www.w3.org/2000/01/rdf-schema#Class,Boring,null,null,Het aanbrengen van een gat in iets dmv een boor.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Erkenning,http://www.w3.org/2000/01/rdf-schema#Class,Erkenning,null,null,Officiële toelating toegekend aan een Persoon of Organisatie om een bepaald soort activiteiten uit te oefenen.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Fractiemeting,http://www.w3.org/2000/01/rdf-schema#Class,Fractiemeting,null,null,Meetreeks waarbij het aandeel van iets varieert in functie van iets anders.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Fractiemetingresultaat,http://www.w3.org/2000/01/rdf-schema#Class,Fractiemetingresultaat,null,null,Resultaat van een Fractiemeting.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Fractiemetingwaarde,http://www.w3.org/2000/01/rdf-schema#Class,Fractiemetingwaarde,null,null,Een Meetreekswaarde met een waarde voor de fractie en een waarde voor de parameter.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Interpretatie,http://www.w3.org/2000/01/rdf-schema#Class,Interpretatie,null,null,Persoonlijk beredeneerd oordeel over de betekenis van iets.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Laag,http://www.w3.org/2000/01/rdf-schema#Class,Laag,null,null,"Curve, bepaald door de uiteinden van de doorsnede van een Laagobject.",https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Maaiveld,http://www.w3.org/2000/01/rdf-schema#Class,Maaiveld,null,null,"Het grondoppervlak, waarvan de hoogte vaak opgegeven wordt ten opzichte van een nationaal nul-niveau.",https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Meetreeks,http://www.w3.org/2000/01/rdf-schema#Class,Meetreeks,null,null,Observatie waarbij wordt nagegaan hoe een bepaald kenmerk verandert in functie van een ander kenmerk.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Meetreeksresultaat,http://www.w3.org/2000/01/rdf-schema#Class,Meetreeksresultaat,null,null,Resultaat van een Meetreeksobservatie.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Meetreekswaarde,http://www.w3.org/2000/01/rdf-schema#Class,Meetreekswaarde,null,null,Een waardepaar in een Meetreeks met een waarde voor de het geobserveerdKenmerk en een waarde voor de parameter.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Opdracht,http://www.w3.org/2000/01/rdf-schema#Class,Opdracht,null,null,Toegewezen taak.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Profielelement,http://www.w3.org/2000/01/rdf-schema#Class,Profielelement,null,null,Onderdeel vh Profiel.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,null,null,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#aanvangspeil,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,aanvangspeil,null,null,Geeft aan waar tov het Maaiveld het Bemonsteringsobject start.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#BO_RuimtelijkBemonsteringsobject,http://def.isotc211.org/iso19103/2005/UnitsOfMeasure#Measure,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#diepte,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,diepte,null,null,Geeft aan tot welke Diepte het Bemonsteringsobject reikt.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#BO_RuimtelijkBemonsteringsobject,http://def.isotc211.org/iso19103/2005/UnitsOfMeasure#Measure,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#hoogte,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,hoogte,null,null,Verticale maat naar boven vanaf het grondoppervlak van het maaiveld.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Maaiveld,https://data.vlaanderen.be/ns/generiek#DirectePositie,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#laag,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,laag,null,null,Overeenstemmend Profielelement.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#BO_CurveWaardepaar,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Profielelement,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#ligging,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ligging,null,null,De ligging vh Bemonsteringsobject.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#BO_RuimtelijkBemonsteringsobject,http://www.w3.org/ns/prov#Location,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#maaiveld,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,maaiveld,null,null,Ligging van het grondoppervlak.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#BO_RuimtelijkBemonsteringsobject,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Maaiveld,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#meetpunt,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,meetpunt,null,null,Waarde van het meetpunt.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Meetreekswaarde,http://www.w3.org/2000/01/rdf-schema#Resource,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#meetpuntBovengrens,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,meetpuntBovengrens,null,null,Bovengrens van een klasse van waarden van meetpunten.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Fractiemetingwaarde,http://def.isotc211.org/iso19103/2005/UnitsOfMeasure#Measure,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#meetpunt
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#meetpuntOndergrens,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,meetpuntOndergrens,null,null,Ondergrens van een klasse van waarden van meetpunten.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Fractiemetingwaarde,http://def.isotc211.org/iso19103/2005/UnitsOfMeasure#Measure,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#meetpunt
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#meetpuntparameter,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,meetpuntparameter,null,null,Het kenmerk in functie waarvan het geobserveerdKenmerk verandert.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Meetreeks,http://def.isotc211.org/iso19109/2005/GeneralFeatureModel#GF_PropertyType,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#meetreekswaarde,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Meetreekswaarde,null,null,Eén waarde in het resultaat van een Meetreeks.|Waarde van een individuele meting in de Meetreeks..,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Fractiemetingresultaat|https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Meetreeksresultaat,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Fractiemetingwaarde,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#meetwaarde,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,meetwaarde,null,null,Waarde van het geobserveerdKenmerk.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Meetreekswaarde,http://www.w3.org/2000/01/rdf-schema#Resource,null
https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#waarde,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,waarde,null,null,Verwijzing naar een record dat de laag beschrijft.,https://data.bodemenondergrond.vlaanderen.be/id/ontology/bodemenondergrond,https://data.bodemenondergrond.vlaanderen.be/ns/bodemenondergrond#Laag,http://www.w3.org/2000/01/rdf-schema#Resource,null